id	countryCode	occurrenceStatus	establishmentMeans	eventDate
151300	AU	Present	Cryptogenic|Uncertain	2018
151301	AU	Present	Alien	2018
151302	AU	Present	Alien	2018
151303	AU	Present	Alien	2018
151304	AU	Present	Alien	2018
151305	AU	Present	Alien	2018
151306	AU	Present	Alien	2018
151307	AU	Present	Alien	2018
151308	AU	Present	Alien	2018
151309	AU	Present	Alien	2018
151310	AU	Present	Alien	2018
151311	AU	Present	Alien	2018
151312	AU	Present	Alien	2018
151313	AU	Present	Alien	2018
151314	AU	Present	Alien	2018
151315	AU	Present	Alien	2018
151316	AU	Present	Alien	2018
151317	AU	Present	Alien	2018
151318	AU	Present	Alien	2018
151319	AU	Present	Alien	2018
151320	AU	Present	Alien	2018
151321	AU	Present	Alien	2018
151322	AU	Present	Alien	2018
151323	AU	Present	Alien	2018
151324	AU	Present	Alien	2018
151325	AU	Present	Alien	2018
151326	AU	Present	Alien	2018
151327	AU	Present	Alien	2018
151328	AU	Present	Alien	2018
151329	AU	Present	Alien	2018
151330	AU	Present	Alien	2018
151331	AU	Present	Alien	2018
151332	AU	Present	Alien	2018
151333	AU	Present	Alien	2018
151334	AU	Present	Alien	2018
151335	AU	Present	Alien	2018
151336	AU	Present	Alien	2018
151337	AU	Present	Alien	2018
151338	AU	Present	Alien	2018
151339	AU	Present	Alien	2018
151340	AU	Present	Alien	2018
151341	AU	Present	Alien	2018
151342	AU	Present	Alien	2018
151343	AU	Present	Alien	2018
151344	AU	Present	Alien	2018
151345	AU	Present	Alien	2018
151346	AU	Present	Alien	2018
151347	AU	Present	Alien	2018
151348	AU	Present	Alien	2018
151349	AU	Present	Alien	2018
151350	AU	Present	Alien	2018
151351	AU	Present	Alien	2018
151352	AU	Present	Alien	2018
151353	AU	Present	Alien	2018
151354	AU	Present	Cryptogenic|Uncertain	2018
151355	AU	Present	Alien	2018
151356	AU	Present	Alien	2018
151357	AU	Present	Alien	2018
151358	AU	Present	Cryptogenic|Uncertain	2018
151359	AU	Present	Alien	2018
151360	AU	Present	Alien	2018
151361	AU	Present	Alien	2018
151362	AU	Present	Alien	2018
151363	AU	Present	Alien	2018
151364	AU	Present	Alien	2018
151365	AU	Present	Alien	2018
151366	AU	Present	Alien	2018
151367	AU	Present	Alien	2018
151368	AU	Present	Alien	2018
151369	AU	Present	Alien	2018
151370	AU	Present	Alien	2018
151371	AU	Present	Alien	2018
151372	AU	Present	Alien	2018
151373	AU	Present	Alien	2018
151374	AU	Present	Alien	2018
151375	AU	Present	Alien	2018
151376	AU	Present	Alien	2018
151377	AU	Present	Alien	2018
151378	AU	Present	Alien	2018
151379	AU	Present	Alien	2018
151380	AU	Present	Alien	2018
151381	AU	Present	Alien	2018
151382	AU	Present	Alien	2018
151383	AU	Present	Alien	2018
151384	AU	Present	Alien	2018
151385	AU	Present	Alien	2018
151386	AU	Present	Alien	2018
151387	AU	Present	Alien	2018
151388	AU	Present	Alien	2018
151389	AU	Present	Alien	2018
151390	AU	Present	Alien	2018
151391	AU	Present	Alien	2018
151392	AU	Present	Alien	2018
151393	AU	Present	Alien	2018
151394	AU	Present	Alien	2018
151395	AU	Present	Alien	2018
151396	AU	Present	Alien	2018
151397	AU	Present	Alien	2018
151398	AU	Present	Alien	2018
151399	AU	Present	Alien	2018
151400	AU	Present	Alien	2018
151401	AU	Present	Alien	2018
151402	AU	Present	Alien	2018
151403	AU	Present	Alien	2018
151404	AU	Present	Alien	2018
151405	AU	Present	Alien	2018
151406	AU	Present	Alien	2018
151407	AU	Present	Alien	2018
151408	AU	Present	Alien	2018
151409	AU	Present	Alien	2018
151410	AU	Present	Alien	2018
151411	AU	Present	Alien	2018
151412	AU	Present	Alien	2018
151413	AU	Present	Alien	2018
151414	AU	Present	Alien	2018
151415	AU	Present	Alien	2018
151416	AU	Present	Alien	2018
151417	AU	Present	Alien	2018
151418	AU	Present	Alien	2018
151419	AU	Present	Alien	2018
151420	AU	Present	Alien	2018
151421	AU	Present	Alien	2018
151422	AU	Present	Alien	2018
151423	AU	Present	Alien	2018
151424	AU	Present	Alien	2018
151425	AU	Present	Alien	2018
151426	AU	Present	Alien	2018
151427	AU	Present	Alien	2018
151428	AU	Present	Alien	2018
151429	AU	Present	Alien	2018
151430	AU	Present	Alien	2018
151431	AU	Present	Alien	2018
151432	AU	Present	Alien	2018
151433	AU	Present	Alien	2018
151434	AU	Present	Alien	2018
151435	AU	Present	Alien	2018
151436	AU	Present	Alien	2018
151437	AU	Present	Alien	2018
151438	AU	Present	Alien	2018
151440	AU	Present	Alien	2018
151441	AU	Present	Alien	2018
151442	AU	Present	Alien	2018
151443	AU	Present	Alien	2018
151444	AU	Present	Alien	2018
151445	AU	Present	Alien	2018
151446	AU	Present	Alien	2018
151447	AU	Present	Alien	2018
151448	AU	Present	Alien	2018
151449	AU	Present	Alien	2018
151450	AU	Present	Alien	2018
151451	AU	Present	Alien	2018
151452	AU	Present	Alien	2018
151453	AU	Present	Alien	2018
151454	AU	Present	Alien	2018
151455	AU	Present	Alien	2018
151456	AU	Present	Alien	2018
151457	AU	Present	Alien	2018
151458	AU	Present	Alien	2018
151459	AU	Present	Alien	2018
151460	AU	Present	Alien	2018
151461	AU	Present	Alien	2018
151462	AU	Present	Alien	2018
151463	AU	Present	Alien	2018
151464	AU	Present	Alien	2018
151465	AU	Present	Alien	2018
151466	AU	Present	Alien	2018
151467	AU	Present	Alien	2018
151468	AU	Present	Alien	2018
151469	AU	Present	Alien	2018
151470	AU	Present	Alien	2018
151471	AU	Present	Alien	2018
151472	AU	Present	Alien	2018
151473	AU	Present	Alien	2018
151474	AU	Present	Alien	2018
151475	AU	Present	Alien	2018
151476	AU	Present	Alien	2018
151477	AU	Present	Alien	2018
151478	AU	Present	Alien	2018
151479	AU	Present	Alien	2018
151480	AU	Present	Alien	2018
151481	AU	Present	Alien	2018
151482	AU	Present	Alien	2018
151483	AU	Present	Alien	2018
151484	AU	Present	Alien	2018
151485	AU	Present	Alien	2018
151486	AU	Present	Alien	2018
151487	AU	Present	Alien	2018
151488	AU	Present	Alien	2018
151489	AU	Present	Alien	2018
151490	AU	Present	Alien	2018
151491	AU	Present	Alien	2018
151492	AU	Present	Alien	2018
151493	AU	Present	Alien	2018
151494	AU	Present	Alien	2018
151495	AU	Present	Alien	2018
151496	AU	Present	Alien	2018
151497	AU	Present	Alien	2018
151498	AU	Present	Alien	2018
151499	AU	Present	Alien	2018
151500	AU	Present	Alien	2018
151501	AU	Present	Alien	2018
151502	AU	Present	Alien	2018
151503	AU	Present	Alien	2018
151504	AU	Present	Alien	2018
151505	AU	Present	Alien	2018
151506	AU	Present	Alien	2018
151507	AU	Present	Alien	2018
151508	AU	Present	Alien	2018
151509	AU	Present	Alien	2018
151510	AU	Present	Alien	2018
151511	AU	Present	Alien	2018
151512	AU	Present	Alien	2018
151513	AU	Present	Alien	2018
151514	AU	Present	Cryptogenic|Uncertain	2018
151515	AU	Present	Cryptogenic|Uncertain	2018
151516	AU	Present	Alien	2018
151517	AU	Present	Alien	2018
151518	AU	Present	Alien	2018
151519	AU	Present	Alien	2018
151520	AU	Present	Alien	2018
151521	AU	Present	Alien	2018
151522	AU	Present	Alien	2018
151523	AU	Present	Alien	2018
151524	AU	Present	Alien	2018
151525	AU	Present	Alien	2018
151526	AU	Present	Alien	2018
151527	AU	Present	Alien	2018
151528	AU	Present	Alien	2018
151529	AU	Present	Alien	2018
151530	AU	Present	Alien	2018
151531	AU	Present	Alien	2018
151532	AU	Present	Alien	2018
151533	AU	Present	Alien	2018
151534	AU	Present	Alien	2018
151535	AU	Present	Alien	2018
151536	AU	Present	Alien	2018
151537	AU	Present	Alien	2018
151538	AU	Present	Alien	2018
151539	AU	Present	Alien	2018
151540	AU	Present	Alien	2018
151541	AU	Present	Alien	2018
151542	AU	Present	Alien	2018
151543	AU	Present	Alien	2018
151544	AU	Present	Alien	2018
151545	AU	Present	Alien	2018
151546	AU	Present	Alien	2018
151547	AU	Present	Alien	2018
151548	AU	Present	Alien	2018
151549	AU	Present	Alien	2018
151550	AU	Present	Alien	2018
151551	AU	Present	Alien	2018
151552	AU	Present	Alien	2018
151553	AU	Present	Alien	2018
151554	AU	Present	Alien	2018
151555	AU	Present	Alien	2018
151556	AU	Present	Alien	2018
151557	AU	Present	Alien	2018
151558	AU	Present	Alien	2018
151559	AU	Present	Alien	2018
151560	AU	Present	Alien	2018
151561	AU	Present	Alien	2018
151562	AU	Present	Alien	2018
151564	AU	Present	Alien	2018
151565	AU	Present	Alien	2018
151566	AU	Present	Alien	2018
151567	AU	Present	Alien	2018
151568	AU	Present	Alien	2018
151569	AU	Present	Alien	2018
151570	AU	Present	Alien	2018
151571	AU	Present	Alien	2018
151572	AU	Present	Alien	2018
151573	AU	Present	Alien	2018
151574	AU	Present	Alien	2018
151575	AU	Present	Alien	2018
151576	AU	Present	Alien	2018
151577	AU	Present	Alien	2018
151578	AU	Present	Alien	2018
151579	AU	Present	Alien	2018
151580	AU	Present	Alien	2018
151582	AU	Present	Alien	2018
151583	AU	Present	Alien	2018
151584	AU	Present	Alien	2018
151585	AU	Present	Alien	2018
151586	AU	Present	Alien	2018
151587	AU	Present	Alien	2018
151588	AU	Present	Alien	2018
151589	AU	Present	Alien	2018
151590	AU	Present	Alien	2018
151591	AU	Present	Alien	2018
151592	AU	Present	Alien	2018
151593	AU	Present	Alien	2018
151594	AU	Present	Alien	2018
151595	AU	Present	Alien	2018
151596	AU	Present	Alien	2018
151597	AU	Present	Alien	2018
151598	AU	Present	Alien	2018
151599	AU	Present	Cryptogenic|Uncertain	2018
151600	AU	Present	Alien	2018
151601	AU	Present	Alien	2018
151602	AU	Present	Alien	2018
151603	AU	Present	Alien	2018
151604	AU	Present	Alien	2018
151605	AU	Present	Alien	2018
151606	AU	Present	Alien	2018
151607	AU	Present	Alien	2018
151608	AU	Present	Alien	2018
151609	AU	Present	Alien	2018
151610	AU	Present	Alien	2018
151611	AU	Present	Alien	2018
151612	AU	Present	Alien	2018
151613	AU	Present	Alien	2018
151614	AU	Present	Alien	2018
151615	AU	Present	Alien	2018
151616	AU	Present	Alien	2018
151617	AU	Present	Alien	2018
151618	AU	Present	Alien	2018
151619	AU	Present	Alien	2018
151620	AU	Present	Alien	2018
151621	AU	Present	Alien	2018
151622	AU	Present	Alien	2018
151623	AU	Present	Alien	2018
151624	AU	Present	Alien	2018
151625	AU	Present	Alien	2018
151626	AU	Present	Alien	2018
151627	AU	Present	Alien	2018
151628	AU	Present	Alien	2018
151629	AU	Present	Alien	2018
151630	AU	Present	Alien	2018
151631	AU	Present	Alien	2018
151632	AU	Present	Alien	2018
151633	AU	Present	Alien	2018
151634	AU	Present	Alien	2018
151635	AU	Present	Alien	2018
151636	AU	Present	Alien	2018
151637	AU	Present	Alien	2018
151638	AU	Present	Alien	2018
151639	AU	Present	Alien	2018
151640	AU	Present	Alien	2018
151641	AU	Present	Alien	2018
151642	AU	Present	Alien	2018
151643	AU	Present	Alien	2018
151644	AU	Present	Alien	2018
151645	AU	Present	Alien	2018
151646	AU	Present	Alien	2018
151647	AU	Present	Alien	2018
151648	AU	Present	Alien	2018
151649	AU	Present	Alien	2018
151650	AU	Present	Alien	2018
151651	AU	Present	Alien	2018
151652	AU	Present	Alien	2018
151653	AU	Present	Alien	2018
151654	AU	Present	Alien	2018
151655	AU	Present	Alien	2018
151656	AU	Present	Alien	2018
151657	AU	Present	Alien	2018
151658	AU	Present	Alien	2018
151659	AU	Present	Alien	2018
151660	AU	Present	Alien	2018
151661	AU	Present	Alien	2018
151662	AU	Present	Alien	2018
151663	AU	Present	Alien	2018
151664	AU	Present	Alien	2018
151665	AU	Present	Alien	2018
151666	AU	Present	Alien	2018
151667	AU	Present	Alien	2018
151668	AU	Present	Alien	2018
151669	AU	Present	Alien	2018
151670	AU	Present	Alien	2018
151671	AU	Present	Alien	2018
151672	AU	Present	Cryptogenic|Uncertain	2018
151673	AU	Present	Alien	2018
151674	AU	Present	Alien	2018
151675	AU	Present	Alien	2018
151676	AU	Present	Alien	2018
151677	AU	Present	Alien	2018
151678	AU	Present	Alien	2018
151679	AU	Present	Alien	2018
151680	AU	Present	Alien	2018
151681	AU	Present	Alien	2018
151682	AU	Present	Alien	2018
151683	AU	Present	Alien	2018
151684	AU	Present	Alien	2018
151685	AU	Present	Alien	2018
151686	AU	Present	Alien	2018
151687	AU	Present	Alien	2018
151688	AU	Present	Cryptogenic|Uncertain	2018
151689	AU	Present	Alien	2018
151690	AU	Present	Alien	2018
151691	AU	Present	Alien	2018
151692	AU	Present	Alien	2018
151693	AU	Present	Alien	2018
151694	AU	Present	Alien	2018
151695	AU	Present	Alien	2018
151696	AU	Present	Alien	2018
151697	AU	Present	Alien	2018
151698	AU	Present	Alien	2018
151699	AU	Present	Alien	2018
151700	AU	Present	Alien	2018
151701	AU	Present	Alien	2018
151702	AU	Present	Alien	2018
151703	AU	Present	Alien	2018
151704	AU	Present	Alien	2018
151705	AU	Present	Alien	2018
151706	AU	Present	Alien	2018
151707	AU	Present	Alien	2018
151708	AU	Present	Alien	2018
151709	AU	Present	Alien	2018
151710	AU	Present	Alien	2018
151711	AU	Present	Alien	2018
151712	AU	Present	Alien	2018
151713	AU	Present	Alien	2018
151714	AU	Present	Alien	2018
151715	AU	Present	Alien	2018
151716	AU	Present	Alien	2018
151717	AU	Present	Alien	2018
151718	AU	Present	Alien	2018
151719	AU	Present	Alien	2018
151720	AU	Present	Alien	2018
151721	AU	Present	Alien	2018
151722	AU	Present	Alien	2018
151723	AU	Present	Alien	2018
151724	AU	Present	Alien	2018
151725	AU	Present	Alien	2018
151726	AU	Present	Alien	2018
151727	AU	Present	Alien	2018
151728	AU	Present	Alien	2018
151729	AU	Present	Alien	2018
151730	AU	Present	Alien	2018
151731	AU	Present	Alien	2018
151732	AU	Present	Alien	2018
151733	AU	Present	Alien	2018
151734	AU	Present	Alien	2018
151735	AU	Present	Alien	2018
151736	AU	Present	Alien	2018
151737	AU	Present	Alien	2018
151738	AU	Present	Alien	2018
151739	AU	Present	Alien	2018
151740	AU	Present	Alien	2018
151741	AU	Present	Alien	2018
151742	AU	Present	Alien	2018
151743	AU	Present	Alien	2018
151744	AU	Present	Alien	2018
151745	AU	Present	Alien	2018
151746	AU	Present	Alien	2018
151747	AU	Present	Alien	2018
151748	AU	Present	Alien	2018
151749	AU	Present	Alien	2018
151750	AU	Present	Alien	2018
151751	AU	Present	Alien	2018
151752	AU	Present	Alien	2018
151753	AU	Present	Alien	2018
151754	AU	Present	Alien	2018
151755	AU	Present	Alien	2018
151756	AU	Present	Alien	2018
151757	AU	Present	Alien	2018
151758	AU	Present	Alien	2018
151759	AU	Present	Alien	2018
151760	AU	Present	Alien	2018
151761	AU	Present	Alien	2018
151762	AU	Present	Alien	2018
151763	AU	Present	Alien	2018
151764	AU	Present	Alien	2018
151765	AU	Present	Alien	2018
151766	AU	Present	Alien	2018
151767	AU	Present	Alien	2018
151768	AU	Present	Alien	2018
151769	AU	Present	Alien	2018
151770	AU	Present	Alien	2018
151771	AU	Present	Cryptogenic|Uncertain	2018
151773	AU	Present	Alien	2018
151774	AU	Present	Alien	2018
151775	AU	Present	Alien	2018
151776	AU	Present	Alien	2018
151777	AU	Present	Alien	2018
151778	AU	Present	Alien	2018
151779	AU	Present	Alien	2018
151780	AU	Present	Alien	2018
151781	AU	Present	Alien	2018
151782	AU	Present	Alien	2018
151783	AU	Present	Alien	2018
151784	AU	Present	Alien	2018
151785	AU	Present	Alien	2018
151786	AU	Present	Alien	2018
151787	AU	Present	Alien	2018
151788	AU	Present	Alien	2018
151789	AU	Present	Alien	2018
151790	AU	Present	Alien	2018
151791	AU	Present	Alien	2018
151792	AU	Present	Alien	2018
151793	AU	Present	Alien	2018
151794	AU	Present	Alien	2018
151795	AU	Present	Alien	2018
151796	AU	Present	Alien	2018
151797	AU	Present	Alien	2018
151798	AU	Present	Alien	2018
151799	AU	Present	Alien	2018
151800	AU	Present	Alien	2018
151801	AU	Present	Alien	2018
151802	AU	Present	Alien	2018
151803	AU	Present	Alien	2018
151804	AU	Present	Alien	2018
151805	AU	Present	Alien	2018
151806	AU	Present	Alien	2018
151807	AU	Present	Alien	2018
151808	AU	Present	Alien	2018
151809	AU	Present	Alien	2018
151810	AU	Present	Alien	2018
151811	AU	Present	Alien	2018
151812	AU	Present	Alien	2018
151813	AU	Present	Alien	2018
151814	AU	Present	Alien	2018
151815	AU	Present	Alien	2018
151816	AU	Present	Alien	2018
151817	AU	Present	Alien	2018
151818	AU	Present	Alien	2018
151819	AU	Present	Alien	2018
151820	AU	Present	Alien	2018
151821	AU	Present	Alien	2018
151822	AU	Present	Alien	2018
151823	AU	Present	Alien	2018
151824	AU	Present	Alien	2018
151825	AU	Present	Alien	2018
151826	AU	Present	Alien	2018
151827	AU	Present	Alien	2018
151828	AU	Present	Alien	2018
151829	AU	Present	Alien	2018
151830	AU	Present	Alien	2018
151831	AU	Present	Alien	2018
151832	AU	Present	Alien	2018
151833	AU	Present	Alien	2018
151834	AU	Present	Alien	2018
151835	AU	Present	Alien	2018
151836	AU	Present	Alien	2018
151837	AU	Present	Alien	2018
151838	AU	Present	Alien	2018
151840	AU	Present	Alien	2018
151841	AU	Present	Alien	2018
151842	AU	Present	Alien	2018
151843	AU	Present	Alien	2018
151844	AU	Present	Alien	2018
151845	AU	Present	Alien	2018
151846	AU	Present	Alien	2018
151847	AU	Present	Alien	2018
151848	AU	Present	Alien	2018
151849	AU	Present	Alien	2018
151850	AU	Present	Alien	2018
151851	AU	Present	Alien	2018
151852	AU	Present	Alien	2018
151853	AU	Present	Alien	2018
151854	AU	Present	Alien	2018
151855	AU	Present	Alien	2018
151856	AU	Present	Alien	2018
151857	AU	Present	Alien	2018
151858	AU	Present	Alien	2018
151859	AU	Present	Alien	2018
151860	AU	Present	Alien	2018
151861	AU	Present	Alien	2018
151862	AU	Present	Alien	2018
151863	AU	Present	Alien	2018
151864	AU	Present	Alien	2018
151865	AU	Present	Alien	2018
151866	AU	Present	Alien	2018
