id	taxonID	scientificName	acceptedNameUsage	kingdom	phylum	class	order	family	taxonRank	taxonomicStatus	taxonRemarks	modified
11021	11021	Molgula manhattensis	Molgula manhattensis (De Kay, 1843)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	SPECIES	ACCEPTED		2025
11022	11022	Mya arenaria	Mya arenaria Linnaeus, 1758	Animalia	Mollusca	Bivalvia	Myida	Myidae	SPECIES	ACCEPTED		2025
11023	11023	Petricolaria pholadiformis	Petricolaria pholadiformis (Lamarck, 1818)	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	SPECIES	ACCEPTED		2025
11024	11024	Spartina townsendii var. anglica	Spartina anglica C.E. Hubbard	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	SYNONYM		2025
11025	11025	Streblospio benedicti	Streblospio benedicti Webster, 1879	Animalia	Annelida	Polychaeta		Spionidae	SPECIES	ACCEPTED		2025
11026	11026	Styela clava	Styela clava Herdman, 1881	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	SPECIES	ACCEPTED		2025
11027	11027	Telmatogeton japonicus	Telmatogeton japonicus Tokunaga, 1933	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	SPECIES	ACCEPTED		2025
11028	11028	Tharyx killariensis	Tharyx killariensis (Southern, 1914)	Animalia	Annelida	Polychaeta		Cirratulidae	SPECIES	ACCEPTED		2025
11029	11029	Agardhiella subulata	Agardhiella subulata (C.Agardh) Kraft & M.J.Wynne, 1979	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae	SPECIES	ACCEPTED		2025
11030	11030	Alexandrium tamarense	Alexandrium tamarense (Lebour) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	SPECIES	ACCEPTED		2025
11031	11031	Alitta virens	Alitta virens (M. Sars, 1835)	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES	ACCEPTED		2025
11032	11032	Amphibalanus improvisus	Amphibalanus improvisus (Darwin, 1854)	Animalia	Arthropoda	Maxillopoda	Sessilia	Balanidae	SPECIES	ACCEPTED		2025
11033	11033	Anguillicoloides crassus	Anguillicola crassus Kuwahara, Niimi & Itagaki, 1974	Animalia	Nematoda	Chromadorea	Rhabditida	Anguillicolidae	SPECIES	SYNONYM		2025
11034	11034	Antithamnionella spirographidis	Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11035	11035	Antithamnionella ternifolia	Antithamnionella ternifolia (Hooker f. & Harvey) Lyle, 1922	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11036	11036	Aoroides semicurvatus	Aoroides semicurvatus Ariyama, 2004	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	SPECIES	ACCEPTED		2025
11037	11037	Aphelochaeta marioni	Aphelochaeta marioni (Saint-Joseph, 1894)	Animalia	Annelida	Polychaeta		Cirratulidae	SPECIES	ACCEPTED		2025
11038	11038	Aplidium glabrum	Aplidium glabrum (Verrill, 1871)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	SPECIES	ACCEPTED		2025
11039	11039	Arachnidium lacourti	Arachnidium lacourti d'Hondt & Faasse, 2006	Animalia	Bryozoa	Gymnolaemata	Ctenostomatida	Arachnidiidae	SPECIES	ACCEPTED		2025
11040	11040	Austrominius modestus	Austrominius modestus (Darwin, 1854)	Animalia	Arthropoda			Elminiidae	SPECIES	ACCEPTED		2025
11041	11041	Boccardiella ligerica	Boccardiella ligerica (Ferronnière, 1898)	Animalia	Annelida	Polychaeta		Spionidae	SPECIES	ACCEPTED		2025
11042	11042	Botrylloides violaceus violaceus	Botrylloides violaceus violaceus Oka, 1927	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	SPECIES	ACCEPTED		2025
11043	11043	Bugula neritina	Bugula neritina (Linnaeus, 1758)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	SPECIES	ACCEPTED		2025
11044	11044	Bugulina stolonifera	Bugulina stolonifera (Ryland, 1960)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	SPECIES	ACCEPTED		2025
11045	11045	Callinectes sapidus	Callinectes sapidus Rathbun, 1896	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	SPECIES	ACCEPTED		2025
11046	11046	Caprella mutica	Caprella mutica Schurin, 1935	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	SPECIES	ACCEPTED		2025
11047	11047	Ceramium cimbricum	Ceramium cimbricum H.E.Petersen, 1924	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11048	11048	Chattonella marina var. antiqua	Chattonella marina var. antiqua (Hada) Demura & Kawachi, 2009	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	SPECIES	ACCEPTED		2025
11049	11049	Chelicorophium curvispinum	Chelicorophium curvispinum (G.O. Sars, 1895)	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	SPECIES	ACCEPTED		2025
11050	11050	Codium fragile subsp. atlanticum	Codium fragile subsp. atlanticum (A.D.Cotton) P.C.Silva, 1955	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	SPECIES	ACCEPTED		2025
11051	11051	Codium fragile subsp. fragile	Codium fragile subsp. fragile (Suringar) Hariot, 1889	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	SPECIES	ACCEPTED		2025
11052	11052	Corambe obscura	Corambe obscura (A. E. Verrill, 1870)	Animalia	Mollusca	Gastropoda	Nudibranchia	Corambidae	SPECIES	ACCEPTED		2025
11053	11053	Cordylophora caspia	Cordylophora caspia (Pallas, 1771)	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Cordylophoridae	SPECIES	ACCEPTED		2025
11054	11054	Corella eumyota	Corella eumyota Traustedt, 1882	Animalia	Chordata	Ascidiacea	Phlebobranchia	Corellidae	SPECIES	ACCEPTED		2025
11055	11055	Coscinodiscus wailesii	Coscinodiscus wailesii Gran & Angst, 1931	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	SPECIES	ACCEPTED		2025
11056	11056	Crassostrea gigas	Magallana gigas (Thunberg, 1793)	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	SPECIES	ACCEPTED		2025
11057	11057	Crepidula fornicata	Crepidula fornicata (Linnaeus, 1758)	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	SPECIES	ACCEPTED		2025
11058	11058	Dasya baillouviana	Dasya pedicellata (C.Agardh) C.Agardh, 1824	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	SPECIES	SYNONYM		2025
11059	11059	Dasysiphonia japonica	Dasysiphonia japonica (Yendo) H.-S.Kim, 2012	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	SPECIES	ACCEPTED		2025
11060	11060	Diadumene cincta	Diadumene cincta Stephenson, 1925	Animalia	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	SPECIES	ACCEPTED		2025
11061	11061	Diadumene lineata	Diadumene lineata (Verrill, 1869)	Animalia	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	SPECIES	ACCEPTED		2025
11062	11062	Didemnum vexillum	Didemnum vexillum Kott, 2002	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	SPECIES	ACCEPTED		2025
11063	11063	Diplosoma listerianum	Diplosoma listerianum (Milne Edwards, 1841)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	SPECIES	ACCEPTED		2025
11064	11064	Dreissena polymorpha	Dreissena polymorpha (Pallas, 1771)	Animalia	Mollusca	Bivalvia	Myida	Dreissenidae	SPECIES	ACCEPTED	Alien species detected on the margins of the Wadden Sea Area (Gittenberger, 2021)	2025
11065	11065	Ensis directus	Ensis directus (Conrad, 1844)	Animalia	Mollusca	Bivalvia	Adapedonta	Pharidae	SPECIES	ACCEPTED		2025
11066	11066	Eriocheir sinensis	Eriocheir sinensis H. Milne Edwards, 1853	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	SPECIES	ACCEPTED		2025
11067	11067	Fibrocapsa japonica	Fibrocapsa japonica S.Toriumi & H.Takano, 1973	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	SPECIES	ACCEPTED		2025
11068	11068	Ficopomatus enigmaticus	Ficopomatus enigmaticus (Fauvel, 1923)	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES	ACCEPTED		2025
11069	11069	Gammarus tigrinus	Gammarus tigrinus Sexton, 1939	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	SPECIES	ACCEPTED		2025
11070	11070	Garveia franciscana	Calyptospadix cerulea Clarke, 1882	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	SPECIES	SYNONYM	Alien species detected on the margins of the Wadden Sea Area (Gittenberger, 2021)	2025
11071	11071	Gonionemus vertens	Gonionemus vertens A. Agassiz, 1862	Animalia	Cnidaria	Hydrozoa	Limnomedusae	Olindiidae	SPECIES	ACCEPTED		2025
11072	11072	Gracilaria vermiculophylla	Gracilaria vermiculophylla (Ohmi) Papenfuss, 1967	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	SPECIES	ACCEPTED		2025
11073	11073	Grateloupia turuturu	Grateloupia turuturu Yamada, 1941	Plantae	Rhodophyta	Florideophyceae	Halymeniales	Halymeniaceae	SPECIES	ACCEPTED		2025
11074	11074	Hemigrapsus sanguineus	Hemigrapsus sanguineus (De Haan, 1835)	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	SPECIES	ACCEPTED		2025
11075	11075	Hemigrapsus takanoi	Hemigrapsus takanoi Asakura & Watanabe, 2005	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	SPECIES	ACCEPTED		2025
11076	11076	Heterosigma akashiwo	Heterosigma akashiwo (Hada) Hada ex Y.Hara & Chihara, 1987	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	SPECIES	ACCEPTED		2025
11077	11077	Hypereteone lighti	Hypereteone lighti (Hartman, 1936)	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	SPECIES	ACCEPTED		2025
11078	11078	Incisocalliope aestuarius	Incisocalliope aestuarius (Watling & Maurer, 1973)	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae	SPECIES	ACCEPTED		2025
11079	11079	Jassa marmorata	Jassa marmorata Holmes, 1905	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	SPECIES	ACCEPTED		2025
11080	11080	Laonome xeprovala	Laonome xeprovala Bick & Bastrop, in Bick et al., 2018	Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	SPECIES	ACCEPTED	Alien species detected on the margins of the Wadden Sea Area (Gittenberger, 2021)	2025
11081	11081	Leucosolenia somesii	Leucosolenia somesii (Bowerbank, 1874)	Animalia	Porifera	Calcarea	Leucosolenida	Leucosoleniidae	SPECIES	ACCEPTED		2025
11082	11082	Marenzelleria viridis	Marenzelleria viridis (Verrill, 1873)	Animalia	Annelida	Polychaeta		Spionidae	SPECIES	ACCEPTED		2025
11083	11083	Mediopyxis helysia	Mediopyxis helysia Kühn, Hargreaves & Halliger, 2006	Chromista	Ochrophyta	Bacillariophyceae			SPECIES	ACCEPTED		2025
11084	11084	Melita nitida	Melita nitida S.I. Smith in Verrill & Smith, 1874	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae	SPECIES	ACCEPTED		2025
11085	11085	Microphthalmus similis	Microphthalmus similis Bobretzky, 1870	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	SPECIES	ACCEPTED		2025
11086	11086	Mnemiopsis leidyi	Mnemiopsis leidyi A. Agassiz, 1865	Animalia	Ctenophora	Tentaculata	Lobata	Bolinopsidae	SPECIES	ACCEPTED		2025
11087	11087	Molgula manhattensis	Molgula manhattensis (De Kay, 1843)	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	SPECIES	ACCEPTED		2025
11088	11088	Monocorophium sextonae	Monocorophium sextonae (Crawford, 1937)	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	SPECIES	ACCEPTED		2025
11089	11089	Monocorophium uenoi	Monocorophium uenoi (Stephensen, 1932)	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	SPECIES	ACCEPTED		2025
11090	11090	Mulinia lateralis	Mulinia lateralis (Say, 1822)	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	SPECIES	ACCEPTED		2025
11091	11091	Mya arenaria	Mya arenaria Linnaeus, 1758	Animalia	Mollusca	Bivalvia	Myida	Myidae	SPECIES	ACCEPTED		2025
11092	11092	Mytilicola intestinalis	Mytilicola intestinalis Steuer, 1902	Animalia	Arthropoda	Copepoda	Cyclopoida	Mytilicolidae	SPECIES	ACCEPTED		2025
11093	11093	Mytilicola orientalis	Mytilicola orientalis Mori, 1935	Animalia	Arthropoda	Copepoda	Cyclopoida	Mytilicolidae	SPECIES	ACCEPTED		2025
11094	11094	Mytilopsis leucophaeata	Mytilopsis leucophaeata (Conrad, 1831)	Animalia	Mollusca	Bivalvia	Myida	Dreissenidae	SPECIES	ACCEPTED		2025
11095	11095	Nemopsis bachei	Nemopsis bachei L. Agassiz, 1849	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	SPECIES	ACCEPTED		2025
11096	11096	Neosiphonia harveyi	Melanothamnus harveyi (Bailey) Díaz-Tapia & Maggs, 2017	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	SPECIES	SYNONYM		2025
11097	11097	Oithona davisae	Oithona davisae Ferrari F.D. & Orsi, 1984	Animalia	Arthropoda	Copepoda	Cyclopoida	Oithonidae	SPECIES	ACCEPTED		2025
11098	11098	Palaemon macrodactylus	Palaemon macrodactylus Rathbun, 1902	Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	SPECIES	ACCEPTED		2025
11099	11099	Petricolaria pholadiformis	Petricolaria pholadiformis (Lamarck, 1818)	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	SPECIES	ACCEPTED		2025
11100	11100	Pileolaria berkeleyana	Pileolaria berkeleyana (Rioja, 1942)	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	SPECIES	ACCEPTED		2025
11101	11101	Platorchestia platensis	Platorchestia platensis (Krøyer, 1845)	Animalia	Arthropoda	Malacostraca	Amphipoda	Talitridae	SPECIES	ACCEPTED		2025
11102	11102	Polydora websteri	Polydora websteri Hartman in Loosanoff & Engle, 1943	Animalia	Annelida	Polychaeta		Spionidae	SPECIES	ACCEPTED		2025
11103	11103	Proasellus coxalis	Proasellus coxalis coxalis (Dollfus, 1892)	Animalia	Arthropoda	Malacostraca	Isopoda	Asellidae	SPECIES	ACCEPTED		2025
11104	11104	Rangia cuneata	Rangia cuneata (G. B. Sowerby I, 1832)	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	SPECIES	ACCEPTED	Alien species detected on the margins of the Wadden Sea Area (Gittenberger, 2021)	2025
11105	11105	Rhithropanopeus harrisii	Rhithropanopeus harrisii (Gould, 1841)	Animalia	Arthropoda	Malacostraca	Decapoda	Panopeidae	SPECIES	ACCEPTED		2025
11106	11106	Ruditapes philippinarum	Ruditapes philippinarum (A. Adams & Reeve, 1850)	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	SPECIES	ACCEPTED		2025
11107	11107	Sargassum muticum	Sargassum muticum (Yendo) Fensholt, 1955	Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	SPECIES	ACCEPTED		2025
11108	11108	Schizoporella japonica	Schizoporella japonica Ortmann, 1890	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Schizoporellidae	SPECIES	ACCEPTED		2025
11109	11109	Sinelobus vanhaareni	Sinelobus vanhaareni Bamber, 2014	Animalia	Arthropoda	Malacostraca	Tanaidacea	Tanaididae	SPECIES	ACCEPTED		2025
11110	11110	Smittoidea prolifica	Smittoidea prolifica Osburn, 1952	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Smittinidae	SPECIES	ACCEPTED		2025
11111	11111	Spartina townsendii var. anglica	Spartina anglica C.E. Hubbard	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	SPECIES	SYNONYM		2025
11112	11112	Streblospio benedicti	Streblospio benedicti Webster, 1879	Animalia	Annelida	Polychaeta		Spionidae	SPECIES	ACCEPTED		2025
11113	11113	Styela clava	Styela clava Herdman, 1881	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	SPECIES	ACCEPTED		2025
11114	11114	Synidotea laticauda	Synidotea laticauda Benedict, 1897	Animalia	Arthropoda	Malacostraca	Isopoda	Idoteidae	SPECIES	ACCEPTED		2025
11115	11115	Telmatogeton japonicus	Telmatogeton japonicus Tokunaga, 1933	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	SPECIES	ACCEPTED		2025
11116	11116	Teredo navalis	Teredo navalis Linnaeus, 1758	Animalia	Mollusca	Bivalvia	Myida	Teredinidae	SPECIES	ACCEPTED		2025
11117	11117	Tharyx killariensis	Tharyx killariensis (Southern, 1914)	Animalia	Annelida	Polychaeta		Cirratulidae	SPECIES	ACCEPTED		2025
11118	11118	Tricellaria inopinata	Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	SPECIES	ACCEPTED		2025
11119	11119	Ulva australis	Ulva australis Areschoug, 1854	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	SPECIES	ACCEPTED		2025
11120	11120	Ulva californica	Ulva californica Wille, 1899	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	SPECIES	ACCEPTED		2025
11121	11121	Undaria pinnatifida	Undaria pinnatifida (Harvey) Suringar, 1873	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	SPECIES	ACCEPTED		2025
11122	11122	Vaucheria longicaulis	Vaucheria longicaulis Hoppaugh, 1930	Chromista	Ochrophyta	Xanthophyceae	Vaucheriales	Vaucheriaceae	SPECIES	ACCEPTED	Transform rippled sand into bumpy mud flats, expel lugworms but facilitate tube-worms and juvenile clams	2025
11123	11123	Vaucheria velutina	Vaucheria velutina C.Agardh, 1824	Chromista	Ochrophyta	Xanthophyceae	Vaucheriales	Vaucheriaceae	SPECIES	ACCEPTED	Transform rippled sand into bumpy mud flats, expel lugworms but facilitate tube-worms and juvenile clams	2025
11124	11124	Acer platanoides	Acer platanoides L.	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	SPECIES	ACCEPTED		2020
11125	11125	Acer pseudoplatanus	Acer pseudoplatanus L.	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	SPECIES	ACCEPTED		2020
11126	11126	Acrochaetium densum	Acrochaetium catenulatum M.Howe, 1914	Plantae	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	SPECIES	SYNONYM		2025
11127	11127	Alexandrium tamarense	Alexandrium tamarense (Lebour) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	SPECIES	ACCEPTED		2025
11128	11128	Alitta virens	Alitta virens (M. Sars, 1835)	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	SPECIES	ACCEPTED		2025
11129	11129	Alopochen aegyptiaca	Alopochen aegyptiaca (Linnaeus, 1766)	Animalia	Chordata	Aves	Anseriformes	Anatidae	SPECIES	ACCEPTED		2020
11130	11130	Amelanchier lamarckii	Amelanchier ×lamarckii F.G.Schroed.	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	SPECIES	ACCEPTED		2020
11131	11131	Amphibalanus improvisus	Amphibalanus improvisus (Darwin, 1854)	Animalia	Arthropoda	Maxillopoda	Sessilia	Balanidae	SPECIES	ACCEPTED		2025
11132	11132	Anguillicoloides crassus	Anguillicola crassus Kuwahara, Niimi & Itagaki, 1974	Animalia	Nematoda	Chromadorea	Rhabditida	Anguillicolidae	SPECIES	SYNONYM		2025
11133	11133	Antithamnionella spirographidis	Antithamnionella spirographidis (Schiffner) E.M.Wollaston, 1968	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11134	11134	Aphelochaeta marioni	Aphelochaeta marioni (Saint-Joseph, 1894)	Animalia	Annelida	Polychaeta		Cirratulidae	SPECIES	ACCEPTED		2025
11135	11135	Aplidium glabrum	Aplidium glabrum (Verrill, 1871)	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	SPECIES	ACCEPTED		2025
11136	11136	Austrominius modestus	Austrominius modestus (Darwin, 1854)	Animalia	Arthropoda			Elminiidae	SPECIES	ACCEPTED		2025
11137	11137	Azolla filiculoides	Azolla filiculoides Lam.	Plantae	Tracheophyta	Polypodiopsida	Salviniales	Salviniaceae	SPECIES	ACCEPTED		2020
11138	11138	Botrylloides violaceus violaceus	Botrylloides violaceus violaceus Oka, 1927	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	SPECIES	ACCEPTED		2025
11139	11139	Botrytella	Botrytella Bory	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	GENUS	ACCEPTED		2025
11140	11140	Branta canadensis	Branta canadensis (Linnaeus, 1758)	Animalia	Chordata	Aves	Anseriformes	Anatidae	SPECIES	ACCEPTED		2020
11141	11141	Bugulina stolonifera	Bugulina stolonifera (Ryland, 1960)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	SPECIES	ACCEPTED		2025
11142	11142	Cabomba caroliniana	Cabomba caroliniana A.Gray	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Cabombaceae	SPECIES	ACCEPTED		2020
11143	11143	Callinectes sapidus	Callinectes sapidus Rathbun, 1896	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	SPECIES	ACCEPTED		2025
11144	11144	Campylopus introflexus	Campylopus introflexus (Hedw.) Brid.	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae	SPECIES	ACCEPTED		2020
11145	11145	Caprella mutica	Caprella mutica Schurin, 1935	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	SPECIES	ACCEPTED		2025
11146	11146	Carassius auratus	Carassius auratus (Linnaeus, 1758)	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	SPECIES	ACCEPTED		2020
11147	11147	Caulacanthus okamurae	Caulacanthus okamurae Yamada, 1933	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Caulacanthaceae	SPECIES	ACCEPTED		2025
11148	11148	Ceramium botryocarpum	Ceramium botryocarpum A.W.Griffiths ex Harvey, 1848	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11149	11149	Ceramium cimbricum	Ceramium cimbricum H.E.Petersen, 1924	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11150	11150	Ceramium sungminbooi	Ceramium sungminbooi J.R.Hughey & G.H.Boo, 2016	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	SPECIES	ACCEPTED		2025
11151	11151	Chattonella marina var. antiqua	Chattonella marina var. antiqua (Hada) Demura & Kawachi, 2009	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	SPECIES	ACCEPTED		2025
